source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,4,5,2,Group-IV,HTML table 4; row 5; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,4,5,3,M/s Adani Enterprises Ltd.,HTML table 4; row 5; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,4,5,4,2099.00,HTML table 4; row 5; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,4,6,1,Amount of Total Grant,HTML table 4; row 6; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,4,6,2,7742.00,HTML table 4; row 6; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,1,1,S. No.,HTML table 5; row 1; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,1,2,Subject,HTML table 5; row 1; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,1,3,Uploaded Date,HTML table 5; row 1; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,1,4,Download,HTML table 5; row 1; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,2,1,,HTML table 5; row 2; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,2,2,Group-I File Size: 372.27 KB | Language: English,HTML table 5; row 2; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,2,3,25-10-2021,HTML table 5; row 2; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,2,4,Click here to Download,HTML table 5; row 2; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,3,1,,HTML table 5; row 3; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,3,2,Group-II File Size: 200.76 KB | Language: English,HTML table 5; row 3; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,3,3,25-10-2021,HTML table 5; row 3; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,3,4,Click here to Download,HTML table 5; row 3; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,4,1,,HTML table 5; row 4; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,4,2,Group-III File Size: 284.44 KB | Language: English,HTML table 5; row 4; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,4,3,25-10-2021,HTML table 5; row 4; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,4,4,Click here to Download,HTML table 5; row 4; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,5,1,,HTML table 5; row 5; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,5,2,Group-IV File Size: 197.03 KB | Language: English,HTML table 5; row 5; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,5,3,25-10-2021,HTML table 5; row 5; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,5,4,Click here to Download,HTML table 5; row 5; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,6,1,,HTML table 5; row 6; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,6,2,Plan & Profile for chainage 548+000 to 548+800 (Group-IV) File Size: 1.05 MB | Language: English,HTML table 5; row 6; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,6,3,22-10-2021,HTML table 5; row 6; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,6,4,Click here to Download,HTML table 5; row 6; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,7,1,,HTML table 5; row 7; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,7,2,Plan & Profile for chainage 161+010 to 161+990 (Group-II) File Size: 1.19 MB | Language: English,HTML table 5; row 7; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,7,3,21-10-2021,HTML table 5; row 7; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,7,4,Click here to Download,HTML table 5; row 7; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,8,1,,HTML table 5; row 8; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,8,2,Group-I File Size: 425 KB | Language: English,HTML table 5; row 8; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,8,3,21-10-2021,HTML table 5; row 8; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,8,4,Click here to Download,HTML table 5; row 8; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,9,1,,HTML table 5; row 9; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,9,2,Group-II File Size: 374 KB | Language: English,HTML table 5; row 9; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,9,3,21-10-2021,HTML table 5; row 9; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,9,4,Click here to Download,HTML table 5; row 9; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,10,1,,HTML table 5; row 10; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,10,2,Group-III File Size: 431 KB | Language: English,HTML table 5; row 10; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,10,3,21-10-2021,HTML table 5; row 10; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,10,4,Click here to Download,HTML table 5; row 10; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,11,1,,HTML table 5; row 11; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,11,2,Group-IV File Size: 226 KB | Language: English,HTML table 5; row 11; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,11,3,21-10-2021,HTML table 5; row 11; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,5,11,4,Click here to Download,HTML table 5; row 11; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,1,1,S. No.,HTML table 6; row 1; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,1,2,Subject,HTML table 6; row 1; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,1,3,Uploaded Date,HTML table 6; row 1; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,1,4,Download,HTML table 6; row 1; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,2,1,,HTML table 6; row 2; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,2,2,"PPP Bid, Group-I Vol-IV (Drawings & other details of the Project) File Size: 376 MB | Language: English",HTML table 6; row 2; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,2,3,06-09-2021,HTML table 6; row 2; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,2,4,Click here to Download,HTML table 6; row 2; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,3,1,,HTML table 6; row 3; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,3,2,"PPP Bid, Group-II Vol-IV (Drawings & other details of the Project) File Size: 363 MB | Language: English",HTML table 6; row 3; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,3,3,06-09-2021,HTML table 6; row 3; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,3,4,Click here to Download,HTML table 6; row 3; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,4,1,,HTML table 6; row 4; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,4,2,"PPP Bid, Group-III Vol-IV (Drawings & other details of the Project) File Size: 458 MB | Language: English",HTML table 6; row 4; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,4,3,06-09-2021,HTML table 6; row 4; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,4,4,Click here to Download,HTML table 6; row 4; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,5,1,,HTML table 6; row 5; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,5,2,"PPP Bid, Group-IV Vol-IV (Drawings & other details of the Project) File Size: 445 MB | Language: English",HTML table 6; row 5; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,5,3,06-09-2021,HTML table 6; row 5; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,6,5,4,Click here to Download,HTML table 6; row 5; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,1,1,S. No.,HTML table 7; row 1; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,1,2,Subject,HTML table 7; row 1; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,1,3,Uploaded Date,HTML table 7; row 1; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,1,4,Download,HTML table 7; row 1; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,2,1,,HTML table 7; row 2; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,2,2,"“The bid schedule w.r.t. the RFQ-cum-RFP document published on the e-tender portal viz. https://etender.up.nic.in for selection of developer for development of four Groups of Ganga Expressway Project on DBFOT mode under PPP, has been revised as per notice appended.” File Size: 56.83MB | Language: English",HTML table 7; row 2; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,2,3,08-11-2021,HTML table 7; row 2; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,2,4,Click here to Download,HTML table 7; row 2; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,3,1,,HTML table 7; row 3; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,3,2,Map on Ganga Expressway Project File Size: 3.58 MB | Language: English,HTML table 7; row 3; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,3,3,26-08-2021,HTML table 7; row 3; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,3,4,Click here to Download,HTML table 7; row 3; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,4,1,,HTML table 7; row 4; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,4,2,"Base Rate of Fee for the year 2021-22 as per ""The Uttar Pradesh Expressway (Lavy of Tolls and Fixing of Fees and Realisation thereof) (Fourth Amendment) Rules,2017"" File Size: 56.37 KB | Language: English",HTML table 7; row 4; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,4,3,31-08-2021,HTML table 7; row 4; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,7,4,4,Click here to Download,HTML table 7; row 4; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,1,1,S. No.,HTML table 8; row 1; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,1,2,Subject,HTML table 8; row 1; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,1,3,Uploaded Date,HTML table 8; row 1; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,1,4,Download,HTML table 8; row 1; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,2,1,,HTML table 8; row 2; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,2,2,Group-I File Size: 199 MB | Language: English,HTML table 8; row 2; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,2,3,13-04-2021,HTML table 8; row 2; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,2,4,Click here to Download,HTML table 8; row 2; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,3,1,,HTML table 8; row 3; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,3,2,Group-II File Size: 234 MB | Language: English,HTML table 8; row 3; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,3,3,13-04-2021,HTML table 8; row 3; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,3,4,Click here to Download,HTML table 8; row 3; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,4,1,,HTML table 8; row 4; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,4,2,Group-III File Size: 287 MB | Language: English,HTML table 8; row 4; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,4,3,13-04-2021,HTML table 8; row 4; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,4,4,Click here to Download,HTML table 8; row 4; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,5,1,,HTML table 8; row 5; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,5,2,Group-IVFile Size: 303 MB | Language: English,HTML table 8; row 5; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,5,3,13-04-2021,HTML table 8; row 5; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,8,5,4,Click here to Download,HTML table 8; row 5; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,1,1,S. No.,HTML table 9; row 1; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,1,2,Subject,HTML table 9; row 1; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,1,3,Uploaded Date,HTML table 9; row 1; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,1,4,Download,HTML table 9; row 1; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,2,1,,HTML table 9; row 2; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,2,2,Signage Plan of Group 1 File Size: 80.7 MB | Language: English,HTML table 9; row 2; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,2,3,24-06-2021,HTML table 9; row 2; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,2,4,Click here to Download,HTML table 9; row 2; column 4,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,3,1,,HTML table 9; row 3; column 1,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,3,2,Signage Plan of Group 1I File Size: 83.8 MB | Language: English,HTML table 9; row 3; column 2,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,3,3,24-06-2021,HTML table 9; row 3; column 3,review_required
S002,f1eb646871951df0ea70098a4e2a654a69032501e45839af1f9992ab647478e0,,9,3,4,Click here to Download,HTML table 9; row 3; column 4,review_required
