source_id,source_sha256,page,table,row,column,value_original,reference,verification_status
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,9,1,NHIDCL,PDF page 15; detected table 1; row 9; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,9,4,National Highways & Infrastructure Development Corporation Limited,PDF page 15; detected table 1; row 9; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,10,1,QAP,PDF page 15; detected table 1; row 10; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,10,4,Quality Assurance Plan,PDF page 15; detected table 1; row 10; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,11,1,ROW,PDF page 15; detected table 1; row 11; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,11,4,Right of Way,PDF page 15; detected table 1; row 11; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,12,1,SASE,PDF page 15; detected table 1; row 12; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,12,4,Snow Avalanche Study Establishment,PDF page 15; detected table 1; row 12; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,13,1,TOR,PDF page 15; detected table 1; row 13; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,13,4,Terms of Reference,PDF page 15; detected table 1; row 13; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,14,1,NRSC,PDF page 15; detected table 1; row 14; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,14,4,National Remote Sensing Centre,PDF page 15; detected table 1; row 14; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,15,1,HAWS,PDF page 15; detected table 1; row 15; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,15,1,15,4,High Altitude Warfare School,PDF page 15; detected table 1; row 15; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,1,,PDF page 17; detected table 1; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,2,Carriageway Width (m),PDF page 17; detected table 1; row 1; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,3,,PDF page 17; detected table 1; row 1; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,4,,PDF page 17; detected table 1; row 1; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,5,Earthen Shoulder Width (m),PDF page 17; detected table 1; row 1; column 5,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,6,,PDF page 17; detected table 1; row 1; column 6,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,7,,PDF page 17; detected table 1; row 1; column 7,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,8,Embankment Height (m),PDF page 17; detected table 1; row 1; column 8,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,1,9,,PDF page 17; detected table 1; row 1; column 9,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,2,1,-,PDF page 17; detected table 1; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,2,4,-,PDF page 17; detected table 1; row 2; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,17,1,2,7,-,PDF page 17; detected table 1; row 2; column 7,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,1,1,1,"As per the assessment, the proposed project does not trigger EC, as EIA notification 2006 and amendment",PDF page 20; detected table 1; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,1,2,1,"thereafter. Moreover, Director (FC), MoEF&CC, vide letter dt. 19.05.2014 clarified Dte. of General Border",PDF page 20; detected table 1; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,1,3,1,Roads regarding the applicability of environmental clearance for similar project Z – Morh and Zozilla Tunnels,PDF page 20; detected table 1; row 3; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,1,4,1,in Jammu and Kashmir.,PDF page 20; detected table 1; row 4; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,2,1,1,"However, the proposed project will require clarification / consent from MoEF&CC, regrading applicability",PDF page 20; detected table 2; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,20,2,2,1,"of EC, as EIA notification 2006 and amendment thereafter.",PDF page 20; detected table 2; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,1,1,Bill No.,PDF page 21; detected table 1; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,1,2,Description,PDF page 21; detected table 1; row 1; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,1,3,Amount (Rs.),PDF page 21; detected table 1; row 1; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,2,1,1,PDF page 21; detected table 1; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,2,2,Site Clearance & Dismantling,PDF page 21; detected table 1; row 2; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,2,3,"674,892",PDF page 21; detected table 1; row 2; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,3,1,2,PDF page 21; detected table 1; row 3; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,3,2,Earthwork,PDF page 21; detected table 1; row 3; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,3,3,"235,669,721",PDF page 21; detected table 1; row 3; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,4,1,3,PDF page 21; detected table 1; row 4; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,4,2,"Sub-Base, Base Courses (Granular)",PDF page 21; detected table 1; row 4; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,4,3,"93,776,006",PDF page 21; detected table 1; row 4; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,5,1,4,PDF page 21; detected table 1; row 5; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,5,2,Bituminous Courses / Concrete Pavements,PDF page 21; detected table 1; row 5; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,5,3,"42,330,165",PDF page 21; detected table 1; row 5; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,6,1,4 (a),PDF page 21; detected table 1; row 6; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,6,2,Reinforced Earth Embankment,PDF page 21; detected table 1; row 6; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,6,3,"568,114,052",PDF page 21; detected table 1; row 6; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,7,1,5,PDF page 21; detected table 1; row 7; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,7,2,Cross Drainage Structures,PDF page 21; detected table 1; row 7; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,7,3,"68,822,455",PDF page 21; detected table 1; row 7; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,8,1,6,PDF page 21; detected table 1; row 8; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,8,2,Major Bridges & Minor Bridges,PDF page 21; detected table 1; row 8; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,8,3,"223,486,418",PDF page 21; detected table 1; row 8; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,9,1,6.1,PDF page 21; detected table 1; row 9; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,9,2,Cut And Cover,PDF page 21; detected table 1; row 9; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,9,3,"3,251,436,941",PDF page 21; detected table 1; row 9; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,10,1,6.2,PDF page 21; detected table 1; row 10; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,10,2,Snow Gallery,PDF page 21; detected table 1; row 10; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,10,3,"450,369,654",PDF page 21; detected table 1; row 10; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,11,1,7,PDF page 21; detected table 1; row 11; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,11,2,Drainage & Protection Works,PDF page 21; detected table 1; row 11; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,11,3,"296,828,139",PDF page 21; detected table 1; row 11; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,12,1,8,PDF page 21; detected table 1; row 12; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,12,2,"Traffic Signs, Road Markings & Appurtenances",PDF page 21; detected table 1; row 12; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,12,3,"36,937,037",PDF page 21; detected table 1; row 12; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,13,1,9,PDF page 21; detected table 1; row 13; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,13,2,Catch Dams and Deflection Structures,PDF page 21; detected table 1; row 13; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,13,3,"287,721,496",PDF page 21; detected table 1; row 13; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,14,1,,PDF page 21; detected table 1; row 14; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,14,2,Total Construction Cost --- (A),PDF page 21; detected table 1; row 14; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,21,1,14,3,"5,556,166,975",PDF page 21; detected table 1; row 14; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,1,1,,PDF page 22; detected table 1; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,1,2,GST @ 12% of (A),PDF page 22; detected table 1; row 1; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,1,3,"666,740,037",PDF page 22; detected table 1; row 1; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,2,1,,PDF page 22; detected table 1; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,2,2,Total Construction Cost --- (B),PDF page 22; detected table 1; row 2; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,2,3,"6,222,907,012",PDF page 22; detected table 1; row 2; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,3,1,10,PDF page 22; detected table 1; row 3; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,3,2,Contingencies @ 2.8% of (A),PDF page 22; detected table 1; row 3; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,3,3,"155,572,675",PDF page 22; detected table 1; row 3; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,4,1,11,PDF page 22; detected table 1; row 4; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,4,2,Supervision charges @ 3% of (A),PDF page 22; detected table 1; row 4; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,4,3,"166,685,009",PDF page 22; detected table 1; row 4; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,5,1,12,PDF page 22; detected table 1; row 5; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,5,2,Agency Charges @ 3% of (A),PDF page 22; detected table 1; row 5; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,5,3,"166,685,009",PDF page 22; detected table 1; row 5; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,6,1,13,PDF page 22; detected table 1; row 6; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,6,2,"Escalation @ 5% of (B) per annum for 2nd & 3rd years'
(Construction period 3 Year)",PDF page 22; detected table 1; row 6; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,6,3,"622,290,701",PDF page 22; detected table 1; row 6; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,7,1,14,PDF page 22; detected table 1; row 7; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,7,2,Snow Clearance (For 5 Year Defect Lability Period),PDF page 22; detected table 1; row 7; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,7,3,"137,534,640",PDF page 22; detected table 1; row 7; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,8,1,,PDF page 22; detected table 1; row 8; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,8,2,Total Estimated Project Cost,PDF page 22; detected table 1; row 8; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,8,3,"7,471,675,048",PDF page 22; detected table 1; row 8; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,9,1,15,PDF page 22; detected table 1; row 9; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,9,2,"Maintenance charges @ 0.5% for 2, 3 & 4th year & 1% for 5
years of (B)",PDF page 22; detected table 1; row 9; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,9,3,"155,572,675",PDF page 22; detected table 1; row 9; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,10,1,,PDF page 22; detected table 1; row 10; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,10,2,Total Project Cost,PDF page 22; detected table 1; row 10; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,10,3,"7,627,247,723",PDF page 22; detected table 1; row 10; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,11,1,16,PDF page 22; detected table 1; row 11; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,11,2,Pre-Construction Activities,PDF page 22; detected table 1; row 11; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,11,3,,PDF page 22; detected table 1; row 11; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,12,1,(i),PDF page 22; detected table 1; row 12; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,12,2,Shifting of utilities,PDF page 22; detected table 1; row 12; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,12,3,"136,711",PDF page 22; detected table 1; row 12; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,13,1,(ii),PDF page 22; detected table 1; row 13; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,13,2,Environment Mitigation Cost,PDF page 22; detected table 1; row 13; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,13,3,"19,155,858",PDF page 22; detected table 1; row 13; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,14,1,(iii),PDF page 22; detected table 1; row 14; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,14,2,Provision for LA and FC,PDF page 22; detected table 1; row 14; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,14,3,"64,094,921",PDF page 22; detected table 1; row 14; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,15,1,,PDF page 22; detected table 1; row 15; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,15,2,Total Capital Cost (INR),PDF page 22; detected table 1; row 15; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,22,1,15,3,"7,710,635,213",PDF page 22; detected table 1; row 15; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,1,1,Terrain classification Percent cross slope of the country,PDF page 29; detected table 1; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,2,1,Plain,PDF page 29; detected table 1; row 2; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,2,2,0-10,PDF page 29; detected table 1; row 2; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,3,1,Rolling,PDF page 29; detected table 1; row 3; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,3,2,>10-25,PDF page 29; detected table 1; row 3; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,4,1,Mountainous,PDF page 29; detected table 1; row 4; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,4,2,> 25-60,PDF page 29; detected table 1; row 4; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,5,1,Steep,PDF page 29; detected table 1; row 5; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,1,5,2,> 60,PDF page 29; detected table 1; row 5; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,1,1,Stretch,PDF page 29; detected table 2; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,1,2,Design Ch.,PDF page 29; detected table 2; row 1; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,1,4,Length (in m),PDF page 29; detected table 2; row 1; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,1,5,Type of Terrain,PDF page 29; detected table 2; row 1; column 5,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,2,2,From,PDF page 29; detected table 2; row 2; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,2,3,To,PDF page 29; detected table 2; row 2; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,3,1,Approach Road 1,PDF page 29; detected table 2; row 3; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,3,2,0,PDF page 29; detected table 2; row 3; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,3,3,17814,PDF page 29; detected table 2; row 3; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,3,4,17814,PDF page 29; detected table 2; row 3; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,3,5,Mountainous/Steep,PDF page 29; detected table 2; row 3; column 5,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,4,1,Approach Road 2,PDF page 29; detected table 2; row 4; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,4,2,0,PDF page 29; detected table 2; row 4; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,4,3,660,PDF page 29; detected table 2; row 4; column 3,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,4,4,660,PDF page 29; detected table 2; row 4; column 4,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,2,4,5,Mountainous/Steep,PDF page 29; detected table 2; row 4; column 5,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,3,1,1,"TABLE 1. NAME
OF
TERRAIN",PDF page 29; detected table 3; row 1; column 1,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,3,1,2,,PDF page 29; detected table 3; row 1; column 2,review_required
S011,16148e8d4be1711696ec1f396877fa30afa86f92c2813bb54e90c16b705b8d58,29,3,1,3,TABLE 2. CROSS,PDF page 29; detected table 3; row 1; column 3,review_required
